Variable:,pr
,Italy,Abruzzi,Basilicata,Calabria,Campania,Emilia-romagna,"Friuli-venezia Giulia",Lazio,Liguria,Lombardia,Marche,Molise,Piemonte,Puglia,Sardegna,Sicilia,Toscana,"Trentino-alto Adige",Umbria,"Valle D'aosta",Veneto
2078,547.48,460.50,421.63,280.30,427.98,545.15,732.09,384.26,586.26,775.05,506.64,476.38,752.41,455.93,187.87,187.91,443.46,836.50,457.18,852.05,661.62
2079,518.86,424.31,414.23,344.05,425.73,497.84,710.45,405.20,574.66,709.30,472.21,400.68,683.11,433.96,257.38,194.29,460.59,730.41,446.94,668.99,611.90
2080,498.11,349.58,365.96,278.35,387.45,468.18,705.82,368.22,457.47,691.28,426.26,374.75,648.21,374.25,239.90,175.43,402.79,797.80,421.50,707.14,609.14
2081,507.39,420.10,363.88,251.80,380.33,525.99,713.05,379.22,538.83,714.44,461.84,400.55,666.77,378.19,198.75,151.48,423.43,798.62,425.17,724.51,618.90
2082,511.02,403.15,400.67,290.48,411.35,526.36,714.86,371.62,523.30,731.63,451.40,429.33,675.68,398.67,213.15,110.40,461.07,815.50,437.76,726.08,634.06
2083,516.38,385.69,390.62,293.86,382.52,494.19,749.79,326.48,549.27,781.55,409.57,397.08,737.85,394.31,190.91,168.02,373.12,836.26,377.38,831.31,612.73
2084,520.97,402.25,423.98,317.46,440.18,549.00,677.26,425.54,607.13,749.59,439.89,465.48,690.47,461.43,219.20,165.59,474.68,765.84,455.16,740.35,613.70
2085,482.31,387.81,324.35,219.68,343.44,510.45,657.90,348.82,567.82,741.20,436.79,376.83,706.53,355.02,169.13,164.51,439.55,759.68,428.40,765.82,521.14
2086,559.89,403.14,433.57,311.91,431.84,606.49,817.11,404.20,619.57,825.82,428.91,445.50,749.98,459.64,224.98,118.93,483.19,897.38,454.63,830.37,668.88
2087,525.92,437.32,506.26,352.33,492.48,464.18,698.10,398.09,501.80,696.55,474.63,502.18,680.05,491.68,237.70,178.95,378.17,785.65,422.97,784.80,600.15
2088,477.33,397.89,352.91,246.91,369.49,481.30,641.58,363.55,497.44,692.02,413.73,393.28,700.18,376.83,221.02,134.65,414.77,718.90,427.08,741.66,482.65
2089,498.23,385.23,424.37,335.50,410.53,462.39,674.76,375.73,503.85,672.19,433.50,414.49,687.62,427.08,219.82,175.00,418.20,803.44,430.73,807.08,524.77
2090,517.26,397.85,377.63,281.03,390.50,518.43,744.78,404.25,489.69,723.57,470.01,426.27,662.02,401.67,242.17,149.48,431.13,797.01,463.75,752.64,648.34
2091,493.35,402.73,412.70,282.52,399.22,485.33,647.43,357.68,510.86,676.75,421.25,425.98,611.86,438.42,220.69,180.81,370.06,763.43,386.47,631.23,579.33
2092,512.75,338.19,382.99,321.35,360.28,527.81,701.79,319.89,497.93,747.89,408.50,369.58,672.71,419.94,204.81,162.60,406.52,844.73,375.22,808.28,596.12
2093,544.70,478.51,412.68,295.61,411.18,537.99,693.12,399.15,573.83,725.02,509.75,451.36,737.87,453.19,288.64,219.62,452.11,761.95,495.52,850.12,641.75
2094,531.52,379.15,395.21,301.19,411.63,556.40,747.32,367.17,555.99,774.74,423.89,405.12,741.11,397.51,237.15,156.33,414.66,818.50,399.13,874.17,646.41
2095,532.83,407.64,371.01,246.85,368.32,598.29,737.07,356.85,624.79,749.84,476.59,396.90,779.88,404.11,184.67,112.82,459.90,839.10,435.78,831.96,629.09
2096,468.14,360.86,357.20,228.27,360.46,486.20,637.58,342.82,532.60,680.58,397.58,391.19,693.67,379.57,190.89,110.86,380.63,706.99,388.81,775.78,549.24
2097,447.47,308.30,304.29,251.35,296.48,425.91,544.45,279.05,554.32,700.32,332.57,290.19,761.52,339.74,193.43,221.34,339.50,664.40,300.50,888.20,428.35
2098,492.49,352.61,372.56,260.76,366.65,465.37,735.29,300.81,470.98,708.87,416.36,407.01,671.14,358.64,193.82,144.47,398.87,831.20,369.35,814.34,566.13
2099,503.59,395.71,417.38,295.00,389.57,525.44,649.18,345.07,549.41,721.87,443.54,381.05,741.35,417.46,213.79,170.06,432.22,713.16,430.47,857.96,573.77
2100,476.49,391.71,375.63,256.69,377.38,488.19,625.69,366.76,557.98,704.65,420.55,375.69,679.61,383.88,213.80,128.51,423.49,745.85,395.60,727.76,580.42
